@relation sentimental-analizerTeste


@attribute texto string
@attribute quantAdjetivoPositivo numeric
@attribute quantAdjetivoNegativo numeric
@attribute quantVerboPositivo numeric
@attribute quantVerboNegativo numeric
@attribute classTeste {positivo, negativo, neutro}


@DATA
'@donaalface @Estevao_1974 @dilmabr daremos nomes aos bois!!! Esse partido só vive de tramóia!!!\n&#3;',0,1,0,0,negativo
'#Yaracuy RT VTVcanal8: Mujeres se movilizan en Brasil en respaldo a Dilma Rousseff https://t.co/AonGthyXGD https://t.co/80FlqGqPJz\n&#3;',0,0,0,0,neutro
'https://t.co/6qRiyQXsPE https://t.co/xGqytsbGxq\n&#3;',0,0,0,0,neutro
'RT VTVcanal8: Mujeres se movilizan en Brasil en respaldo a Dilma Rousseff https://t.co/ra18BWrWsf https://t.co/gVznzPZMwo\n&#3;',0,0,0,0,neutro
'#Brasil Temer quiere apresurar enjuiciamiento a Dilma por riesgo de perder votos en el senado https://t.co/gMGZal3v1Y\n&#3;',0,0,2,0,positivo
'#Brasil Temer quiere apresurar enjuiciamiento a Dilma por riesgo de perder votos en el senado https://t.co/gMGZal3v1Y\n&#3;',0,0,2,0,positivo
'Câmara cria 14 mil cargos federais  quatro vezes o que Temer prometeu cortar https://t.co/h7QALI5rSk\n&#3;',0,0,1,0,positivo
'Dilma diz: “Reinaldo Azevedo está certo; nós  do PT  estamos manipulando o caso do estupro”  https://t.co/4xbzobdxqw via @reinaldoazevedo\n&#3;',0,0,0,1,negativo
'Ministro admite que governo Temer está preocupado com impeachment https://t.co/YJC2O3f1pX\n&#3;',0,1,1,0,positivo
'@portaljovempan @BandTV Michelzinho: Será que o @MichelTemer usa o nome de uma criança para lavar dinheiro roubado?\n&#3;',0,1,0,1,negativo
'@JornalOGlobo MENTIRA ESTOU AQUI NUMA MERDA-https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Delator revela desvio de dinheiro em contrato da Presidência para pagar dívida da campanha de Dilma https://t.co/4VOcL1JWX2\n&#3;',0,0,0,0,neutro
'#Yaracuy #ArcangelAlvarado RT VTVcanal8: Mujeres se movilizan en Brasil en respaldo a Dilma Rousseff https://t.co/GHX37MDM13 …\n&#3;',0,0,0,0,neutro
'Temer pede palmas para o Congresso -  https://t.co/5V4gQW0Hdg https://t.co/7RQ5WkVByu\n&#3;',0,0,1,0,positivo
'Dilma  nunca mais https://t.co/pKBEw0XMmg via @veja\n&#3;',0,0,0,0,neutro
'Temer admite recorrer à CPMF e estabelecer idade mínima em aposentadorias https://t.co/9Mnzpm8Yfp Dr. @micheltemer  o sr ainda é interino !!\n&#3;',0,0,1,0,positivo
'Não aceitamos a troca de adv de @dilmabr! Cardozo Adv mediocre!#AvanteTemer! https://t.co/6s0T4gQTfi\n&#3;',0,0,0,0,neutro
'Dilma tinha a lucidez que esse aumento era insustentável em 2015. Há alguma dúvida de que sua derrubada do... https://t.co/iYpLHp8iae\n&#3;',0,2,0,0,negativo
'@JornalOGlobo Michelzinho: Será que o @MichelTemer usa o nome de uma criança para lavar dinheiro roubado?\n&#3;',0,1,0,1,negativo
'Se alguem acreditou que o governo Temer ia trazer racionalidade a administração pública  la vai seu sonho por... https://t.co/1r2MzzZ4Cp\n&#3;',0,0,2,0,positivo
'Os servidores são concursados. Ao fazem o concurso  neste não estava pré condição ideológica como esse imbécil exigi https://t.co/7FjB20ev4u\n&#3;',1,0,0,0,positivo
'https://t.co/v6Yw7LqYNZ via @GramblrDilma responsável  pelo prejuízo.\n&#3;',1,0,0,0,positivo
'Impeachment de Dilma vira piada em TV dos EUA https://t.co/PXpSvJcPCb\n&#3;',0,0,0,0,neutro
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/VUFMbUHbRx #folha\n&#3;',0,0,1,0,positivo
'Secretária fez parte de articulação criminosa  diz Procuradoria https://t.co/Z9ZSprQKvH\n&#3;',0,0,0,0,neutro
'@JornalOGlobo AQUI E MELHOR-EU ACHO-https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'@JenSoares73 Gostas do Michel Temer? Avalia ele como político de 1 a 5 estrelas aqui: https://t.co/1SozJjjRws\n&#3;',0,0,2,0,positivo
'#ForaTemer #VoltaQuerida https://t.co/ULSHF6xyYT\n&#3;',0,0,0,0,neutro
'Vea lo que mandó a hacer Temer para evitar protestas cerca de su residencia https://t.co/K1CbsXP1ha https://t.co/KiA3rzODXU\n&#3;',0,0,2,0,positivo
'Vea lo que mandó a hacer Temer para evitar protestas cerca de su residencia https://t.co/CvhmuY9A0a https://t.co/OxMG2JoMmL\n&#3;',0,0,2,0,positivo
'A @MiriamLeitaoCom vai elogiar rombo de R$58 bilhões e criação de 14 mil cargos federais ontem pela câmara/Temer no @BomDiaBrasil?\n&#3;',0,0,1,0,positivo
'Juca denuncia: Temer quer vender o Iphan! https://t.co/pb6Lm6YvXI\n&#3;',0,0,1,1,neutro
'Vea lo que mandó a hacer Temer para evitar protestas cerca de su residencia https://t.co/xNva24vNqb https://t.co/qMhHDmp41z\n&#3;',0,0,2,0,positivo
'Mas o país não estava quebrado  Temer? https://t.co/uLeQqYp4w7\n&#3;',0,1,1,0,positivo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Temer não intervém https://t.co/mYq8dXazyM\n&#3;',0,0,1,0,positivo
'Ae eu falei: FI DA PEXTEE TU DERRUBÔ O BÔÇA FAMILIA DE Dilma MINHA CASA MINHA VIDA E DÁ ALMENTO A TEUS CAPAXOS. https://t.co/DtM0PagQht\n&#3;',0,0,0,0,neutro
'Em delação  Cerveró diz que Dilma mentiu sobre compra de Pasadena https://t.co/JhyUfFwmjS\n&#3;',0,0,0,1,negativo
'Delações atingem gestão e campanha de Dilma. Confira nossa capa para esta sexta-feira  3 de junho de 2016. https://t.co/6MJ8RuA7Yl\n&#3;',0,0,0,0,neutro
'Técnicos do TCU reprovam contas de Dilma em 2015 https://t.co/rfScu1guvi via @Jusbrasil\n&#3;',0,0,1,0,positivo
'estão sendo questionados de maneira inconteste tal como pela REVISTA THE ECONOMIST: "O Brasil foi traído por Dilma e por classe política"!\n&#3;',1,1,0,0,neutro
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência: <figure class="image" style="width:350px; float:left"...\n&#3;',0,0,1,0,positivo
'Los turbulentos primeros días del gobierno Temer en Brasil https://t.co/78aM5uD5xB\n&#3;',0,1,1,0,positivo
'Guilherme Weber  no Jô: “ultimamente  Fora Temer”. Assista https://t.co/Lv4InhKuZ2 via @tijolacoPerfeito #ForaTemer\n&#3;',0,0,0,1,negativo
'Crises do governo Temer fazem senadores reavaliarem impeachment https://t.co/RQaJFAwUxX\n&#3;',0,0,1,0,positivo
'O Antagonista - O teto solar de Temer https://t.co/HjxLAM5M2h\n&#3;',0,0,1,0,positivo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Querem creditar a Temer leve recuperação da economia de janeiro a março  sendo que ele entrou em maio. https://t.co/9KiRWmvp72\n&#3;',1,0,1,0,positivo
'#Meritocracia: Secretária de Temer integrou articulação criminosa  diz MP https://t.co/SMAfBLeQ0C\n&#3;',0,1,1,0,positivo
'Mau governo foi o seu ô @dilmabr maluca https://t.co/QzcN6Ohr5C\n&#3;',0,2,0,0,negativo
'Mau governo foi o seu ô @dilmabr maluca https://t.co/QzcN6Ohr5C\n&#3;',0,2,0,0,negativo
'Sem o apoio de Dilma  governo de Maduro entra rapidamente em colapso https://t.co/ZAp32SOSY3\n&#3;',1,0,1,0,positivo
'Aloysio: Ou apoiamos o governo Temer  ou afundamos todos | https://t.co/Y7xoN9MEAc https://t.co/5MODvnUij8\n&#3;',0,0,3,0,positivo
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/VtYHvwXneV #folha\n&#3;',0,0,1,0,positivo
'@dilmabr Essas mudanças foi por causa das lambança do PT Dilma.Em 2002 o PT não fez mudanças deu continuidade ao governo FHC.\n&#3;',0,0,0,0,neutro
'https://t.co/oYWm8Ke7rc\n&#3;',0,0,0,0,neutro
'Lula: A Rede Globo esconde Dilma https://t.co/Go6TsIQmNf via @MiguelBBargas\n&#3;',0,0,0,1,negativo
'Tem q pegar o Cardoso por algemas no seus braços e andar o Brasil inteiro e mostrar tudo q está destruído no governo Dilma Brasil destruído.\n&#3;',0,2,0,0,negativo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'@fazendarecord URGENTE!! AVISO que DILMA ROUSSEFF e partido PT USURPOU minha identidade. Fiz DENUNCIA ao MPF ONU e ao  Juiz Sérgio MORO.\n&#3;',0,1,0,1,negativo
'"declarante supõe que Dilma Rousseff sabia"... me lembra "de uma panela? di uma panela? Dilma panela? Manda prender!"\n&#3;',0,0,0,0,neutro
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência https://t.co/EgqBFMM75R\n&#3;',0,0,1,0,positivo
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar | Painel https://t.co/1YMNaBloww\n&#3;',0,0,1,0,positivo
'Temer sobre o reajuste para os servidores: "Fica resolvido em todo meu governo"https://t.co/pmUpVF5Cuo\n&#3;',1,0,1,0,positivo
'O Antagonista - O teto solar de Temer https://t.co/0ucNlJvXLw\n&#3;',0,0,1,0,positivo
'Temer sobre o reajuste para os servidores: "Fica resolvido em todo meu governo"https://t.co/rm4ECQh9mJ\n&#3;',1,0,1,0,positivo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Lava Jato prepara novas denúncias contra marqueteiro de Dilma e Lula  por evasão e lavagemhttps://t.co/YHNRhuAiE3\n&#3;',0,0,0,0,neutro
'@folha Dilma mentiu ? Queria saber a onde está a novidade ?\n&#3;',0,0,0,1,negativo
'No caso  tem um monte de monstros: Temer  Serra  Gilmar Mendes... Um verdadeiro filme de t… https://t.co/fd7lmaiW9R https://t.co/m2RKYDeqap\n&#3;',1,0,1,0,positivo
'RT @reinaldoazevedo Mujica: #Dilma valeu-se de espiões cubanos para convencê-lo a expulsar o #Paraguai do Mercosul https://t.co/npAvoeESj4\n&#3;',0,0,0,1,negativo
'El Señor es mi ayudador; no temeré Lo que me pueda hacer el hombre.Hebreos 13:6 RVR1960#MiAyudador #Jesus\n&#3;',0,0,0,0,neutro
'Le aê @romario11Cerveró diz que Dilma mentiu sobre Pasadena: “Ela sabia de tudo” https://t.co/IHxZr3v3bC via @veja\n&#3;',0,0,0,1,negativo
'#ForaTemer https://t.co/kV2Q0c7xiG\n&#3;',0,0,0,0,neutro
'TEMER ADMITE INCLUIR IDADE MÍNIMA PARA APOSENTADORIA NA REFORMA DA PREVIDÊNCIAhttps://t.co/uTrXL5qmkW\n&#3;',0,0,1,0,positivo
'A pedido de Michel Temer  a Câmara aprovou um pacote de 14 projetos que cria mais de 11 mil cargos e aumenta... https://t.co/W3njOqrAMJ\n&#3;',0,0,1,0,positivo
'PSDB  Aécio  Temer!!! Pára! Pára! Pára!!! não foi isso que te perguntei  nada disso vem ao caso.Vamos recomeçar tudo.https://t.co/kjWldScROl\n&#3;',0,0,1,0,positivo
'Em mensagem  Cunha cita repasse de R$ 5 milhões a Michel Temer https://t.co/N7jKlDa01G\n&#3;',0,0,1,0,positivo
'PSDB  Aécio  Temer!!! Pára! Pára! Pára!!! não foi isso que te perguntei  nada disso vem ao caso.Vamos recomeçar tudo.https://t.co/twjdCRqRzu\n&#3;',0,0,1,0,positivo
'Delação de Cerveró mostra que Dilma mentiu sobre Pasadena e que Delcídio agiu a mando da petista https://t.co/DalLaEUEYJ via @Ucho.Info\n&#3;',0,0,0,1,negativo
'Imagina se #Dilma  uma mulher autoritária e que microgerencia não sabia dos detalhes da compra de #Pasadena! Que a #LavaJato te carregue!\n&#3;',0,1,0,0,negativo
'@MichelTemer #FORAMEDINA!!!\n&#3;',0,0,0,0,neutro
'@MPF_PGR Michelzinho: Será que o @MichelTemer usa o nome de uma criança para lavar dinheiro roubado?\n&#3;',0,1,0,1,negativo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Impeachment: senadores rejeitam suspeição de @Anastasia e debatem processo contra Dilma https://t.co/S1tIbqWRqv\n&#3;',0,0,0,0,neutro
'Para mudar voto de alguns senadores  Dilma está prometendo convocar novas eleições. Alguém vai... https://t.co/hL9bbxSzBG via @Gisaieira\n&#3;',0,0,1,0,positivo
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência #757Live EBC https://t.co/CybF4r9E4D\n&#3;',0,0,1,0,positivo
'Começou bem. https://t.co/UC0C6GjfLH\n&#3;',0,0,0,0,neutro
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu... https://t.co/UG4ENUZUeM via @folha\n&#3;',0,0,1,0,positivo
'@Thejarbas Gostas do Michel Temer? Avalia ele como político de 1 a 5 estrelas aqui: https://t.co/arLm4hlPdm\n&#3;',0,0,2,0,positivo
'@marco_so @MichelTemer Exatamente! Não vejo saída  um pior que outro. Não teremos a metade do 13°!\n&#3;',0,1,0,0,negativo
'O Temer disse que a queda menor do PIB entre JANEIRO e MARÇO já foi fruto da sua gestão  que... https://t.co/zSlgB83S8C via @pablovillaca\n&#3;',0,0,1,0,positivo
'Blog do Sul do Mundo: Não era só tirar a Dilma que a economia melhorava? https://t.co/XBq2pkLGGC\n&#3;',0,0,0,0,neutro
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu... https://t.co/QGm8LYepKF via @folha\n&#3;',0,0,1,0,positivo
'Secretária fez parte de articulação criminosa  diz Procuradoria https://t.co/Z9ZSprQKvH São homens  mulheres  estamos perdidos !!!\n&#3;',1,1,0,0,neutro
'Sim o mundo precisa de mais AMOR   mais BEIJOS  ... pratiquemos nos intervalos do FORA TEMER  FORA TEMER FORA CORJA https://t.co/weTVnTb9H2\n&#3;',0,0,2,3,negativo
'MP: secretária de Temer integrou articulação criminosa | Brasil 24/7 https://t.co/XrA0PzL1Cp via @brasil247\n&#3;',0,1,1,0,positivo
'Temer!!https://t.co/rFVurItbd0 via @folha_com\n&#3;',0,0,0,0,neutro
'Temer!!https://t.co/getITzz9kU via @folha_com\n&#3;',0,0,0,0,neutro
'Lista Bertin-Bumlai traz Temer  Aloysio e Caiado https://t.co/NVmIgvFFGa\n&#3;',0,0,1,0,positivo
'Temer diz que Presidência é quase uma provação https://t.co/XgsAnscQZm\n&#3;',0,0,1,0,positivo
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu... https://t.co/0s7KP9Bgi7 via @folha\n&#3;',0,0,1,0,positivo
'Impeachment da Dilma corre muito $https://t.co/uhFwbhTlLO https://t.co/1z4tMpzxgH\n&#3;',0,0,0,0,neutro
'@JornalOGlobo ATÉ VOCE AÉCIO-https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/nqEjmsEm7U #folha\n&#3;',0,0,1,0,positivo
'@SenadoFederal Michelzinho: Será que o @MichelTemer usa o nome de uma criança para lavar dinheiro roubado?\n&#3;',0,1,0,1,negativo
'#ForaTemer #VoltaQuerida https://t.co/NOoYvXSFXe\n&#3;',0,0,0,0,neutro
'#ForaTemer #VoltaQuerida https://t.co/NOoYvXSFXe\n&#3;',0,0,0,0,neutro
'Ue https://t.co/hm5tRS3jXM\n&#3;',0,0,0,0,neutro
'Tem que ensinar a pescar  eles dizem https://t.co/YRUWeKVmJd\n&#3;',0,0,0,0,neutro
'#DILMA SEMPRE ESTÁ DANDO #GOLPE. TEMOS QUE FICAR EM ALERTA PARA SABER QUAL É O PRÓXIMO #GOLPE. #PassaDilma. https://t.co/UQkUYbefMQ\n&#3;',0,0,0,0,neutro
'TEMER virou um JIRAIA e falou:Tão me vendo assim no mundo é.Eu e Dilma falamos Achamos é PÔKO kkkkkkk https://t.co/lhPfWewdxb\n&#3;',0,0,1,1,neutro
'TEMER virou um JIRAIA e falou:Tão me vendo assim no mundo é.Eu e Dilma falamos Achamos é PÔKO kkkkkkk https://t.co/lhPfWewdxb\n&#3;',0,0,1,1,neutro
'@folha a @dilmabr mentiu??? Que coisa mais rara né?\n&#3;',1,0,0,1,positivo
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos  https://t.co/XsItf0UxXy via @Estadao\n&#3;',0,0,1,0,positivo
'Altamiro Borges: Temer não tem um governo  têm – disse muito bem o José Roberto de Toledo no Estadão – um... https://t.co/X4nVXrDdgv\n&#3;',0,0,1,0,positivo
'Via @j_livres: Dilma esteve hoje no Rio Amanhã (03/06) estará em Porto Alegre https://t.co/d3Yk0nPiUf\n&#3;',1,0,0,0,positivo
'Via @j_livres: Dilma esteve hoje no Rio Amanhã (03/06) estará em Porto Alegre https://t.co/KeYSbCRHQP\n&#3;',1,0,0,0,positivo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'#ForaTemer #VoltaQuerida https://t.co/Y8EUrwfLkO\n&#3;',0,0,0,0,neutro
'Que povo q gosta de pagar mico  🐒🐒🐒 https://t.co/05YZ7NAVdV\n&#3;',0,0,1,0,positivo
'@jorgeviana @dilmabr quero ver até quando o povo vai aceitar essas manobras!\n&#3;',0,0,0,1,negativo
'O POVO QUE OS COXINHAS PEDIRAM: Secretária fez parte de articulação criminosa  diz Procuradoria https://t.co/UNimfwomgx\n&#3;',0,0,0,0,neutro
'Dilma incompetente e Temer bundao  mas que chapa linda elegeram. https://t.co/ymsAr6MACB\n&#3;',1,1,1,0,positivo
'Dilma incompetente e Temer bundao  mas que chapa linda elegeram. https://t.co/ymsAr6MACB\n&#3;',1,1,1,0,positivo
'Segundo Temer  seus interlocutores no Senado dizem que há 59  60 votos pró- impeachment. Íntegra da entrevista tá no https://t.co/N3MWtpq9rI\n&#3;',1,0,1,0,positivo
'Q massa adoro ator engajado mais Weber menos Regina Duarte e p n perder a chance #ForaTemer  https://t.co/WJnsNmkcdW\n&#3;',0,0,1,0,positivo
'quem tem coragem de apoiar o governo temer? errático  sorumbático e contraditório. é isso: governo foi feito para levar pedrada  não apoio\n&#3;',0,3,3,0,positivo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu... https://t.co/RccciNgcLM via @folha\n&#3;',0,0,1,0,positivo
'@blogdojefferson Nestor Cerveró diz que Dilma sabia de tudo ao aprovar compra de Pasadena - https://t.co/e99oWbBZVY \\CINISMO IDEOLÓGICO\\\n&#3;',0,0,0,0,neutro
'Sem alarde  Câmara cria 14 mil cargos  quase quatro vezes o que Temer prometeu cortar. https://t.co/YRMGMARByZ https://t.co/YJF9TM9kKD\n&#3;',0,0,1,0,positivo
'Sem alarde  Câmara cria 14 mil cargos  quase quatro vezes o que Temer prometeu cortar. https://t.co/Mbpf9d8lOu https://t.co/tfYuN0eDpX\n&#3;',0,0,1,0,positivo
'Crisis en Brasil: El gobierno confiesa su "preocupación" ante el posible regreso de Dilma - https://t.co/Bz38f1it2t\n&#3;',0,0,0,0,neutro
'E o Gabinete de Segurança Institucional teima em achar que os inimigos são os movimentos sociais : https://t.co/AOUMg7s85H\n&#3;',1,1,0,0,neutro
'Meus amigos como explicar https://t.co/Ipirsx0bF2\n&#3;',1,0,0,0,positivo
'Dilma diz: “Reinaldo Azevedo está certo; nós  do PT  estamos manipulando o caso do estupro”  https://t.co/DgSxdME4vc via @reinaldoazevedo\n&#3;',0,0,0,1,negativo
'@SakaSakamori Isso Dilma! Pode voltar  11 milhões sem emprego? pode ter 30 milhões  tendo o resto pra sustentar o PT com impostos é q conta!\n&#3;',0,0,0,0,neutro
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Lava Jato cria “jurisprudência” para demissão de ministro  diz Temer https://t.co/oSrNcSPRmY\n&#3;',0,0,1,0,positivo
'Leyendo: Dilma Rousseff: los golpistas intentan destruir la democracia https://t.co/pCgLidvYv2\n&#3;',0,1,0,1,negativo
'Isso é resultado das ações efetuadas por Dilma.Nada a ver com o Decorativo  https://t.co/Md5VUBaJFk\n&#3;',0,0,0,0,neutro
'Isso é resultado das ações efetuadas por Dilma.Nada a ver com o Decorativo  https://t.co/Md5VUBaJFk\n&#3;',0,0,0,0,neutro
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'RT @veramagalhaes: Será que Cardozo vai querer incluir a delação de Bené na defesa de Dilma no Senado? https://t.co/vlDETy4EVI\n&#3;',0,0,0,0,neutro
'RT @veramagalhaes: Será que Cardozo vai querer incluir a delação de Bené na defesa de Dilma no Senado? https://t.co/u5wUmHixNN\n&#3;',0,0,0,0,neutro
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos  https://t.co/3YJnDk9qiO via @Estadao\n&#3;',0,0,1,0,positivo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
'Dilma sabia tudo sobre Pasadena  afirma Cerveró em delação premiada #G1 https://t.co/t828fOa3EN\n&#3;',1,0,0,0,positivo
'Dilma sabia tudo sobre Pasadena  afirma Cerveró em delação premiada #G1 https://t.co/t828fOrF3n\n&#3;',1,0,0,0,positivo
'Que escrota essa notícia!!! Todos sabem que estes "manifestantes" são pagos pelo PT e pelos "Movimentos Sociais"!!! https://t.co/0BUEbhD1Mz\n&#3;',1,0,0,0,positivo
'Que escrota essa notícia!!! Todos sabem que estes "manifestantes" são pagos pelo PT e pelos "Movimentos Sociais"!!! https://t.co/0BUEbhD1Mz\n&#3;',1,0,0,0,positivo
'"Hay una enorme posibilidad de que Dilma vuelva al poder" https://t.co/JKex3cwT8A vía @YouTube\n&#3;',0,0,0,0,neutro
'@veronicagfcb73 @MichelTemer Mas eles reajustaram em mais de 45% os salários e ontem a a Câmara aprovou a criação de 14.419 cargos federais\n&#3;',0,0,0,0,neutro
'Luiz Carlos Borges da Silveira: Temer pode estar perdendo oportunidade histórica:  https://t.co/0QTPerMuij\n&#3;',0,0,1,1,neutro
'Temer não descarta CPMF e defende idade mínima para a aposentadoria: O presidente interino disse que tentará ... https://t.co/iij0cDVK4p\n&#3;',0,0,1,0,positivo
'#PassaDilma https://t.co/n3Raz4mq46\n&#3;',0,0,0,0,neutro
'tEMER denunciado junto com Cunha e ministro de temer em delação. https://t.co/GP6wc57Pq0\n&#3;',0,0,2,0,positivo
'Temer não descarta CPMF e defende idade mínima para a aposentadoria: O presidente interino disse que tentará ... https://t.co/RKs1uYvU1S\n&#3;',0,0,1,0,positivo
'@cristilobo Michelzinho: Será que o @MichelTemer usa o nome de uma criança para lavar dinheiro roubado?\n&#3;',0,1,0,1,negativo
'E q golpe!Totalmente descarado.Esta postura d descaramento descortina o tamanho d quadrilha d infiltrados.Alarmante! https://t.co/beWTU0KEMv\n&#3;',0,0,0,0,neutro
'@Amaralini Você pensa correto o impeachment da Dilma Rousseff? Avalia a sua presidência de 1 a 5 estrelas aqui: https://t.co/De4DJIpv7j\n&#3;',1,0,0,0,positivo
'@JornalOGlobo https://t.co/MKiPYHwKTY\n&#3;',0,0,0,0,neutro
